tag,n_estimators,learning_rate,max_depth,lambda_,n_measurements,fold,accuracy,precision,recall,F1,auroc,prauc
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.1,,2,0.7980769230769231,0.788347778382608,0.7980769230769231,0.7835907215761584,0.9602332933473284,0.9069824912849165
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.1,,3,0.9423076923076923,0.9430197778412063,0.9423076923076923,0.9410787756864885,0.994192032788524,0.9830690339503781
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.1,,4,0.8461538461538461,0.8527385926766732,0.8461538461538461,0.8460682174967891,0.9728082671065128,0.9453186006066674
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.1,,5,0.8173076923076923,0.801365995115995,0.8173076923076923,0.8049575134168158,0.968639230579642,0.9444326899506691
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=5 | n_measurements=None,500,0.01,10,5.0,,1,0.6,0.5895171495171495,0.6,0.5721844293272865,0.8293529274112476,0.6817690742222278
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=5 | n_measurements=None,500,0.01,10,5.0,,2,0.6153846153846154,0.5938678355957767,0.6153846153846154,0.5815774160123746,0.8025993108294449,0.651520234981551
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=5 | n_measurements=None,500,0.01,10,5.0,,3,0.6057692307692307,0.5957582582582582,0.6057692307692307,0.5535781661058823,0.8024131994978227,0.6414789286108704
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=5 | n_measurements=None,500,0.01,10,5.0,,4,0.5673076923076923,0.530849358974359,0.5673076923076923,0.5347755872541674,0.7562465637027042,0.5689968617919939
n_estimators=500 | learning_rate=0.01 | max_depth=10 | lambda_=5 | n_measurements=None,500,0.01,10,5.0,,5,0.5769230769230769,0.5718621728237113,0.5769230769230769,0.532665214902057,0.7420735206829197,0.5752494335648959
n_estimators=500 | learning_rate=0.1 | max_depth=4 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.1,,1,0.7904761904761904,0.7927184655650611,0.7904761904761904,0.7863895665973846,0.9492300126499653,0.9008275110627407
n_estimators=500 | learning_rate=0.1 | max_depth=4 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.1,,2,0.8365384615384616,0.8433018435966548,0.8365384615384616,0.8312571402956018,0.9689470082529937,0.9329218509147902
