tag,n_estimators,learning_rate,max_depth,rate_drop,lambda_,n_measurements,fold,accuracy,precision,recall,F1,auroc,prauc
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.01,10,0.1,5.0,,3,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.645190580355699,0.46689527420282934
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.01,10,0.1,5.0,,4,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6955878677756904,0.5103929142334702
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.01,10,0.1,5.0,,5,0.4423076923076923,0.19563609467455623,0.4423076923076923,0.27128205128205124,0.6333786748809989,0.47881554648344454
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.5,0.1,,1,0.4380952380952381,0.19192743764172335,0.4380952380952381,0.26691895301166824,0.9317167340482883,0.8531223536857294
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.5,0.1,,2,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.9430995107594694,0.887643711583627
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.5,0.1,,3,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.9788878304358181,0.9470610211371743
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.5,0.1,,4,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.9611690320152652,0.9087566715489275
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.01,10,0.5,0.1,,5,0.4423076923076923,0.19563609467455623,0.4423076923076923,0.27128205128205124,0.9580997374288749,0.9150317683641895
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.01,10,0.5,5.0,,1,0.4380952380952381,0.19192743764172335,0.4380952380952381,0.26691895301166824,0.6697832271483212,0.5043436238221077
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.01,10,0.5,5.0,,2,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6792454993693384,0.5267662134270361
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.01,10,0.5,5.0,,3,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6223911704432861,0.44951961511607574
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.01,10,0.5,5.0,,4,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6631594383142372,0.4817500730853831
n_estimators=500 | learning_rate=0.01 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.01,10,0.5,5.0,,5,0.4423076923076923,0.19563609467455623,0.4423076923076923,0.27128205128205124,0.5984479514621232,0.4491084084149938
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.1,0.1,,1,0.6761904761904762,0.6908469089390142,0.6761904761904762,0.6580993609565039,0.9242085156967544,0.8523985803661966
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.1,0.1,,2,0.7692307692307693,0.7745650183150183,0.7692307692307693,0.7536291737638128,0.9535025608684019,0.892759406425195
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.1,0.1,,3,0.8846153846153846,0.8915747713824635,0.8846153846153846,0.8824786324786325,0.9853301344529414,0.9592231113900292
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.1,0.1,,4,0.8173076923076923,0.8073886639676113,0.8173076923076923,0.8073098272356678,0.9589456190333384,0.9204305019352291
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.1,0.1,,5,0.7788461538461539,0.7997596153846154,0.7788461538461539,0.763425989633503,0.9630085719998001,0.9350307507154719
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,4,0.1,5.0,,1,0.49523809523809526,0.6751984126984126,0.49523809523809526,0.3881246714000478,0.670696552940009,0.5299236687377102
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,4,0.1,5.0,,2,0.49038461538461536,0.4669531857031857,0.49038461538461536,0.35741716426647935,0.6552329846318495,0.5195064943313467
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,4,0.1,5.0,,3,0.4519230769230769,0.37338108320251173,0.4519230769230769,0.31457805285391494,0.6471974147283746,0.4650270225829807
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,4,0.1,5.0,,4,0.47115384615384615,0.5173473433782713,0.47115384615384615,0.3502154558404558,0.6951378782132137,0.49634951752567685
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,4,0.1,5.0,,5,0.4807692307692308,0.4724222585924714,0.4807692307692308,0.3728021978021978,0.6542606967895821,0.5004699599263577
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.5,0.1,,1,0.5523809523809524,0.6447619047619048,0.5523809523809524,0.4623376623376623,0.9237942136695451,0.8473779093848132
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.5,0.1,,2,0.5384615384615384,0.6658906882591094,0.5384615384615384,0.43775009028530154,0.9152937648293685,0.8410628331218934
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.5,0.1,,3,0.5480769230769231,0.6682692307692307,0.5480769230769231,0.4592490842490842,0.975228669965512,0.9506263533984002
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.5,0.1,,4,0.5192307692307693,0.6612807295796987,0.5192307692307693,0.40937347374847377,0.94840890247237,0.8917533152505968
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,4,0.5,0.1,,5,0.5288461538461539,0.6564777327935223,0.5288461538461539,0.4271876704855429,0.9462821063583704,0.8982041264646996
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,4,0.5,5.0,,1,0.4380952380952381,0.19192743764172335,0.4380952380952381,0.26691895301166824,0.6862580720683291,0.533276707393273
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,4,0.5,5.0,,2,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.656031455167162,0.5216970626373817
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,4,0.5,5.0,,3,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6043463831776525,0.41769854103794274
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,4,0.5,5.0,,4,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6711844604388464,0.48032248183056114
n_estimators=500 | learning_rate=0.1 | max_depth=4 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,4,0.5,5.0,,5,0.4519230769230769,0.41868932038834955,0.4519230769230769,0.2915322233694717,0.640494256721653,0.4656081719283448
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.1,0.1,,1,0.7047619047619048,0.7176274018379281,0.7047619047619048,0.68710579317425,0.9297874860714324,0.8631742435058352
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.1,0.1,,2,0.7980769230769231,0.800491139576558,0.7980769230769231,0.7856759567732419,0.964105945272096,0.9089815307623514
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.1,0.1,,3,0.8942307692307693,0.8995098039215688,0.8942307692307693,0.8917059131344847,0.9901484480431848,0.9751540095298346
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.1,0.1,,4,0.8365384615384616,0.8249425343175344,0.8365384615384616,0.8275540281587876,0.9642212725546059,0.9262350763241636
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.1,0.1,,5,0.7692307692307693,0.7850046141938557,0.7692307692307693,0.7525218371372216,0.972466360911612,0.9490326327500581
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,10,0.1,5.0,,1,0.5142857142857142,0.6041938178780284,0.5142857142857142,0.41071148628008497,0.6769646607871629,0.5252391400294494
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,10,0.1,5.0,,2,0.5,0.46914246467817894,0.5,0.37358465289499776,0.6612202273321984,0.5308402040266649
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,10,0.1,5.0,,3,0.4807692307692308,0.4463900134952766,0.4807692307692308,0.3583048657534031,0.6490440845704004,0.46568680072601576
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,10,0.1,5.0,,4,0.5,0.6569310897435897,0.5,0.3908301314070544,0.6880682202405628,0.5146399991987686
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.1 | lambda_=5 | n_measurements=None,500,0.1,10,0.1,5.0,,5,0.46153846153846156,0.4735576923076923,0.46153846153846156,0.3411892349053779,0.6446767681755224,0.48451292694918874
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.5,0.1,,1,0.5523809523809524,0.6292469435326578,0.5523809523809524,0.46095537971879746,0.9327253544038526,0.8652757914375517
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.5,0.1,,2,0.5673076923076923,0.6480742814877432,0.5673076923076923,0.4866911080971389,0.9442904174715321,0.8882930943746418
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.5,0.1,,3,0.6057692307692307,0.6588058134394341,0.6057692307692307,0.5412956348838931,0.9787974209026841,0.9524642850848429
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.5,0.1,,4,0.5769230769230769,0.6414529914529914,0.5769230769230769,0.5004824750689987,0.9611855335926542,0.9130785174128667
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=0.1 | n_measurements=None,500,0.1,10,0.5,0.1,,5,0.6153846153846154,0.6788908765652952,0.6153846153846154,0.5469807969807969,0.9633188159238155,0.9220697760378054
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,10,0.5,5.0,,1,0.4380952380952381,0.19192743764172335,0.4380952380952381,0.26691895301166824,0.6730951263231881,0.5107319508620219
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,10,0.5,5.0,,2,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6687531790343968,0.5105442341680397
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,10,0.5,5.0,,3,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6148771459400973,0.4395544301740685
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,10,0.5,5.0,,4,0.4519230769230769,0.20423446745562132,0.4519230769230769,0.2813295975547631,0.6448367703656661,0.4780928600174556
n_estimators=500 | learning_rate=0.1 | max_depth=10 | rate_drop=0.5 | lambda_=5 | n_measurements=None,500,0.1,10,0.5,5.0,,5,0.4519230769230769,0.41868932038834955,0.4519230769230769,0.2915322233694717,0.6028565558985048,0.4427411078719871
