tag,C,class_weight,decision_function_shape,tol,gamma,coef0,fold,accuracy,precision,recall,F1,auroc,prauc
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=0,0.1,balanced,ovr,1.0,0.1,0,2,0.15177713736791545,0.3121507522977912,0.15177713736791545,0.17186920422864774,0.6401403482766933,0.4079621847873028
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=0,0.1,balanced,ovr,1.0,0.1,0,3,0.13112391930835735,0.2640793041330077,0.13112391930835735,0.16367295787340552,0.6402475829372747,0.4078801899054887
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=0,0.1,balanced,ovr,1.0,0.1,0,4,0.15417867435158503,0.26580346712894193,0.15417867435158503,0.16574405561385805,0.6479162032433204,0.4144977071707686
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=0,0.1,balanced,ovr,1.0,0.1,0,5,0.15088899567515618,0.28332929677729496,0.15088899567515618,0.17532437408260435,0.6391299923045735,0.39722708648544414
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=1,0.1,balanced,ovr,1.0,0.1,1,1,0.060038424591738714,0.18087916887075325,0.060038424591738714,0.06541298632003995,0.6648467543863905,0.4588047211374701
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=1,0.1,balanced,ovr,1.0,0.1,1,2,0.07156580211335255,0.1986559128545946,0.07156580211335255,0.0798785310549197,0.6170925823661294,0.44698033434720813
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=1,0.1,balanced,ovr,1.0,0.1,1,3,0.04899135446685879,0.11280387996114566,0.04899135446685879,0.04870219971416017,0.6266398501252441,0.45603543606998714
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=1,0.1,balanced,ovr,1.0,0.1,1,4,0.06676272814601344,0.15760944702119317,0.06676272814601344,0.07893799299541306,0.6087292504044222,0.442815829770331
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=1,0.1,balanced,ovr,1.0,0.1,1,5,0.060067275348390195,0.1542449707961394,0.060067275348390195,0.06827877511275247,0.6565635053960911,0.46990814258319796
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=5,0.1,balanced,ovr,1.0,0.1,5,1,0.05235350624399616,0.4471892620489595,0.05235350624399616,0.05766351439442651,0.4208790062259427,0.2777595775349545
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=5,0.1,balanced,ovr,1.0,0.1,5,2,0.053794428434197884,0.4471685700188071,0.053794428434197884,0.06098030949680131,0.40636041417069285,0.27363915272509604
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=5,0.1,balanced,ovr,1.0,0.1,5,3,0.2223823246878002,0.04945389833355019,0.2223823246878002,0.0809139617528106,0.436555166113048,0.28556511716931715
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=5,0.1,balanced,ovr,1.0,0.1,5,4,0.06484149855907781,0.36524028656308205,0.06484149855907781,0.0775323546765345,0.4015416227576943,0.27126721889798294
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=0.1 | coef0=5,0.1,balanced,ovr,1.0,0.1,5,5,0.09754925516578568,0.0436464912674916,0.09754925516578568,0.02916481080562706,0.43894275797105126,0.28254041172358524
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=0,0.1,balanced,ovr,1.0,1.0,0,1,0.12295869356388088,0.23196131760471078,0.12295869356388088,0.14666745322549835,0.6375960472717335,0.4306129988865732
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=0,0.1,balanced,ovr,1.0,1.0,0,2,0.12728146013448607,0.2459178459280729,0.12728146013448607,0.15372334824400946,0.6234422868734648,0.4309041334642915
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=0,0.1,balanced,ovr,1.0,1.0,0,3,0.12776176753121998,0.24725484495745828,0.12776176753121998,0.14693395471344067,0.6375029780319057,0.4384611168531745
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=0,0.1,balanced,ovr,1.0,1.0,0,4,0.14697406340057637,0.2647641661127235,0.14697406340057637,0.1758860125132507,0.6311702366318893,0.43302535535639997
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=0,0.1,balanced,ovr,1.0,1.0,0,5,0.13022585295530995,0.23319444769505895,0.13022585295530995,0.15496819444062104,0.635784354880618,0.42172168771311086
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=1,0.1,balanced,ovr,1.0,1.0,1,1,0.1042267050912584,0.26913812404634163,0.1042267050912584,0.11074031989568775,0.6349806502506361,0.46577751615697893
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=1,0.1,balanced,ovr,1.0,1.0,1,2,0.11095100864553314,0.2536233836500063,0.11095100864553314,0.11482516518190539,0.629416261058869,0.4597313196277556
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=1,0.1,balanced,ovr,1.0,1.0,1,3,0.09462055715658022,0.21265360566444128,0.09462055715658022,0.09521562711534677,0.6589863139771238,0.48161195323119216
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=1,0.1,balanced,ovr,1.0,1.0,1,4,0.10902977905859751,0.2508478197661058,0.10902977905859751,0.11472431698591776,0.6410669778125578,0.46821187756503824
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=1,0.1,balanced,ovr,1.0,1.0,1,5,0.14320038443056224,0.23550063569089288,0.14320038443056224,0.1355958951184936,0.6516787906182367,0.4659389238740296
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=5,0.1,balanced,ovr,1.0,1.0,5,1,0.09510086455331412,0.20069097988754594,0.09510086455331412,0.105041935344264,0.5898971267443003,0.4179348915759795
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=5,0.1,balanced,ovr,1.0,1.0,5,2,0.09606147934678194,0.23312686736599408,0.09606147934678194,0.10452599019530125,0.5982618929600083,0.4273446084147212
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=5,0.1,balanced,ovr,1.0,1.0,5,3,0.08501440922190202,0.20532821021696027,0.08501440922190202,0.08947274041467995,0.596633803439932,0.4221276336388658
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=5,0.1,balanced,ovr,1.0,1.0,5,4,0.09125840537944284,0.22190379044452752,0.09125840537944284,0.1051507738677908,0.6066404452260427,0.419862784021974
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=1 | gamma=1 | coef0=5,0.1,balanced,ovr,1.0,1.0,5,5,0.08889956751561749,0.22090890457167722,0.08889956751561749,0.09950656595770113,0.621975744145361,0.43540278795888004
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=0,0.1,balanced,ovr,10.0,0.01,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=0,0.1,balanced,ovr,10.0,0.01,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=0,0.1,balanced,ovr,10.0,0.01,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=0,0.1,balanced,ovr,10.0,0.01,0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=0,0.1,balanced,ovr,10.0,0.01,0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=1,0.1,balanced,ovr,10.0,0.01,1,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=1,0.1,balanced,ovr,10.0,0.01,1,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=1,0.1,balanced,ovr,10.0,0.01,1,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=1,0.1,balanced,ovr,10.0,0.01,1,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=1,0.1,balanced,ovr,10.0,0.01,1,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=5,0.1,balanced,ovr,10.0,0.01,5,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=5,0.1,balanced,ovr,10.0,0.01,5,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=5,0.1,balanced,ovr,10.0,0.01,5,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=5,0.1,balanced,ovr,10.0,0.01,5,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.01 | coef0=5,0.1,balanced,ovr,10.0,0.01,5,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1 | coef0=0,0.1,balanced,ovr,10.0,0.1,0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1 | coef0=0,0.1,balanced,ovr,10.0,0.1,0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=0.1 | coef0=0,0.1,balanced,ovr,10.0,0.1,0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
