tag,C,class_weight,decision_function_shape,tol,gamma,fold,accuracy,precision,recall,F1,auroc,prauc
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,0.1,balanced,ovr,10.0,1.0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,0.1,balanced,ovr,10.0,1.0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,0.1,balanced,ovr,10.0,1.0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,0.1,balanced,ovr,10.0,1.0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=0.1 | class_weight=balanced | decision_function_shape=ovr | tol=10 | gamma=1,0.1,balanced,ovr,10.0,1.0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=0.1 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,0.1,,ovr,0.1,0.01,1,0.49807877041306436,0.3427113068489763,0.49807877041306436,0.38034398180840995,0.730071780485827,0.522665819357345
C=0.1 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,0.1,,ovr,0.1,0.01,2,0.4951969260326609,0.33538263948523445,0.4951969260326609,0.3739769785696381,0.745902751820701,0.5495747577375353
C=0.1 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,0.1,,ovr,0.1,0.01,3,0.48655139289145055,0.3237289268083373,0.48655139289145055,0.36164867793109867,0.7265369010021726,0.5159028498090859
C=0.1 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,0.1,,ovr,0.1,0.01,4,0.49375600384245916,0.34000034019908804,0.49375600384245916,0.37113456209096124,0.7268055180585734,0.5172144138569027
C=0.1 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.01,0.1,,ovr,0.1,0.01,5,0.49495434887073525,0.33924275865881753,0.49495434887073525,0.37171750000860065,0.7328152050147502,0.5318112422416572
C=0.1 | class_weight=None | decision_function_shape=ovr | tol=0.1 | gamma=0.1,0.1,,ovr,0.1,0.1,1,0.7060518731988472,0.719012286217162,0.7060518731988472,0.6929071271143435,0.9160736310323601,0.8209837683351652
