tag,C,class_weight,decision_function_shape,tol,fold,accuracy,precision,recall,F1,auroc,prauc
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=0.1,10.0,balanced,ovo,0.1,2,0.3703170028818444,0.5474652584429585,0.3703170028818444,0.3562369005475819,0.734195608448059,0.47508858091342565
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=0.1,10.0,balanced,ovo,0.1,3,0.36935638808837656,0.5344600524683668,0.36935638808837656,0.35487595761765656,0.71708361888609,0.45007065541201063
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=0.1,10.0,balanced,ovo,0.1,4,0.36839577329490875,0.5072958634415745,0.36839577329490875,0.3451901147226617,0.7263236767346157,0.4606402686436156
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=0.1,10.0,balanced,ovo,0.1,5,0.3608841902931283,0.4996149270729373,0.3608841902931283,0.3350323494142878,0.7192613731447483,0.44709518820804595
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=1,10.0,balanced,ovo,1.0,1,0.36743515850144093,0.49474040618434567,0.36743515850144093,0.348237267601948,0.7273463852018063,0.46422657852319493
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=1,10.0,balanced,ovo,1.0,2,0.38760806916426516,0.5772089070105697,0.38760806916426516,0.36414011621408926,0.7363333403344446,0.48190164250691314
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=1,10.0,balanced,ovo,1.0,3,0.35446685878962536,0.4934135332738799,0.35446685878962536,0.33997665822889456,0.7229803877612233,0.45696932427391496
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=1,10.0,balanced,ovo,1.0,4,0.3813640730067243,0.5639418186386995,0.3813640730067243,0.3452362809901847,0.730982856973674,0.4669839002772623
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=1,10.0,balanced,ovo,1.0,5,0.37289764536280634,0.4993603638629681,0.37289764536280634,0.3574695354120979,0.7258967669080323,0.4565733437998837
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=10,10.0,balanced,ovo,10.0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=10,10.0,balanced,ovo,10.0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=10,10.0,balanced,ovo,10.0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=10,10.0,balanced,ovo,10.0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=balanced | decision_function_shape=ovo | tol=10,10.0,balanced,ovo,10.0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1,10.0,,ovr,0.1,1,0.45244956772334294,0.2926443765195265,0.45244956772334294,0.33803822678355677,0.6832294797397686,0.4443584801780873
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1,10.0,,ovr,0.1,2,0.45004803073967337,0.2852688959032029,0.45004803073967337,0.33281699240622603,0.6911461647775886,0.47205999940113813
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1,10.0,,ovr,0.1,3,0.4457252641690682,0.28029305865258963,0.4457252641690682,0.3289451937497124,0.6730197269017589,0.44032240764457997
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1,10.0,,ovr,0.1,4,0.4510086455331412,0.2889884815164509,0.4510086455331412,0.3323528407821996,0.68744267565598,0.45683148345643876
C=10 | class_weight=None | decision_function_shape=ovr | tol=0.1,10.0,,ovr,0.1,5,0.4435367611725132,0.2817216512728547,0.4435367611725132,0.32846799223228956,0.669596041533514,0.4470945277582178
C=10 | class_weight=None | decision_function_shape=ovr | tol=1,10.0,,ovr,1.0,1,0.45004803073967337,0.31503907368567435,0.45004803073967337,0.34265053558024483,0.6812948896966037,0.4380405562811237
C=10 | class_weight=None | decision_function_shape=ovr | tol=1,10.0,,ovr,1.0,2,0.44908741594620555,0.2822397752955978,0.44908741594620555,0.3326124291761282,0.6831867118941221,0.4503901468381056
C=10 | class_weight=None | decision_function_shape=ovr | tol=1,10.0,,ovr,1.0,3,0.4457252641690682,0.27809971237464215,0.4457252641690682,0.3289342216745778,0.6602782883116566,0.4216443985722826
C=10 | class_weight=None | decision_function_shape=ovr | tol=1,10.0,,ovr,1.0,4,0.4471661863592699,0.2908907522203405,0.4471661863592699,0.3287460299423922,0.6651267983781929,0.42240698651142583
C=10 | class_weight=None | decision_function_shape=ovr | tol=1,10.0,,ovr,1.0,5,0.43584814992791926,0.2754301612082825,0.43584814992791926,0.32095001314291277,0.6467817279613965,0.4014485365594015
C=10 | class_weight=None | decision_function_shape=ovr | tol=10,10.0,,ovr,10.0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | decision_function_shape=ovr | tol=10,10.0,,ovr,10.0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | decision_function_shape=ovr | tol=10,10.0,,ovr,10.0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | decision_function_shape=ovr | tol=10,10.0,,ovr,10.0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | decision_function_shape=ovr | tol=10,10.0,,ovr,10.0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
C=10 | class_weight=None | decision_function_shape=ovo | tol=0.1,10.0,,ovo,0.1,1,0.45244956772334294,0.2926443765195265,0.45244956772334294,0.33803822678355677,0.726910827129819,0.455649285214195
C=10 | class_weight=None | decision_function_shape=ovo | tol=0.1,10.0,,ovo,0.1,2,0.45004803073967337,0.2852688959032029,0.45004803073967337,0.33281699240622603,0.7269352369443228,0.47714536380444394
C=10 | class_weight=None | decision_function_shape=ovo | tol=0.1,10.0,,ovo,0.1,3,0.4457252641690682,0.28029305865258963,0.4457252641690682,0.3289451937497124,0.7188427570862461,0.4462402174132056
C=10 | class_weight=None | decision_function_shape=ovo | tol=0.1,10.0,,ovo,0.1,4,0.4510086455331412,0.2889884815164509,0.4510086455331412,0.3323528407821996,0.7285284334758533,0.4517336487957797
C=10 | class_weight=None | decision_function_shape=ovo | tol=0.1,10.0,,ovo,0.1,5,0.4435367611725132,0.2817216512728547,0.4435367611725132,0.32846799223228956,0.7075789584685845,0.44291372374330173
C=10 | class_weight=None | decision_function_shape=ovo | tol=1,10.0,,ovo,1.0,1,0.45004803073967337,0.31503907368567435,0.45004803073967337,0.34265053558024483,0.7217880123390825,0.4414245236946961
C=10 | class_weight=None | decision_function_shape=ovo | tol=1,10.0,,ovo,1.0,2,0.44908741594620555,0.2822397752955978,0.44908741594620555,0.3326124291761282,0.7220723318737413,0.4523473672212654
C=10 | class_weight=None | decision_function_shape=ovo | tol=1,10.0,,ovo,1.0,3,0.4457252641690682,0.27809971237464215,0.4457252641690682,0.3289342216745778,0.7101244529637687,0.41748989469333536
C=10 | class_weight=None | decision_function_shape=ovo | tol=1,10.0,,ovo,1.0,4,0.4471661863592699,0.2908907522203405,0.4471661863592699,0.3287460299423922,0.7190452043536114,0.4188995519329078
C=10 | class_weight=None | decision_function_shape=ovo | tol=1,10.0,,ovo,1.0,5,0.43584814992791926,0.2754301612082825,0.43584814992791926,0.32095001314291277,0.6991949200597163,0.3918441190621629
C=10 | class_weight=None | decision_function_shape=ovo | tol=10,10.0,,ovo,10.0,1,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30576018219383744
C=10 | class_weight=None | decision_function_shape=ovo | tol=10,10.0,,ovo,10.0,2,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.3059502750348119
C=10 | class_weight=None | decision_function_shape=ovo | tol=10,10.0,,ovo,10.0,3,0.4462055715658021,0.19909941209636414,0.4462055715658021,0.27534040251386926,0.5,0.30541413940080153
C=10 | class_weight=None | decision_function_shape=ovo | tol=10,10.0,,ovo,10.0,4,0.44668587896253603,0.19952827446453336,0.44668587896253603,0.2758418774469844,0.5,0.30563191566521886
C=10 | class_weight=None | decision_function_shape=ovo | tol=10,10.0,,ovo,10.0,5,0.44690052859202306,0.19972008245582962,0.44690052859202306,0.2760660854138701,0.5,0.30584005166997996
