model,config,params,acc,acc_std,precision,precision_std,recall,recall_std,f1,f1_std,mcc,mcc_std,auroc,auroc_std,prauc,prauc_std,composite,train_acc,train_f1,gap_acc,gap_f1
QSVC-reup_full,QSVC-reup_full_R1_C1_pca3,"{'model__C': 1, 'pca__n_components': 3}",0.7093831362246534,0.050991887216632316,0.7186921973931248,0.06341750659368912,0.7254857740717703,0.054746258869064375,0.7094818759546102,0.062384796426599644,0.5952427734927044,0.06717358427957892,0.913302030893659,0.021152879789506047,0.7457507974777682,0.08012566569507816,0.7509513533929102,0.904988026708808,0.9066125137765306,0.19560489048415453,0.19713063782192042
QSVC-reup_full,QSVC-reup_full_R1_C1_pca5,"{'model__C': 1, 'pca__n_components': 5}",0.8600277842440722,0.027649861539549583,0.8744923150238945,0.03394312441686445,0.8437010104921019,0.045856826199450224,0.8467692433854713,0.04802777806561346,0.802229223618754,0.038005963440480794,0.9731413627106755,0.013755702200400068,0.9115227572030831,0.04403184189522799,0.8864688707993104,0.9928667063435779,0.9912932870894442,0.13283892209950565,0.14452404370397287
QSVC-reup_full,QSVC-reup_full_R1_C1_pca8,"{'model__C': 1, 'pca__n_components': 8}",0.8893682219408168,0.031720494809474545,0.9072693723327967,0.03360758024368144,0.8587319252588308,0.050054018802828525,0.8722348064203779,0.047828370793354814,0.8419895580051513,0.04456448981252975,0.9860151322354209,0.006263080048583794,0.9526247983546939,0.024193054511859463,0.9152847945925492,0.9990873425759131,0.9991620520412221,0.10971912063509637,0.12692724562084423
QSVC-reup_full,QSVC-reup_full_R1_C1_pca12,"{'model__C': 1, 'pca__n_components': 12}",0.900899415651657,0.034362996426428746,0.9159057132599289,0.034212274629330366,0.8663031609870879,0.0510632264076014,0.8807119050106837,0.047887783589299855,0.8581168323782581,0.04857534442179431,0.9895329157197633,0.005141602954506579,0.9622498394686019,0.020789830354309143,0.924006720222805,0.99992794226768,0.9999510702180568,0.09902852661602302,0.1192391652073731
QSVC-reup_full,QSVC-reup_full_R1_C10_pca3,"{'model__C': 10, 'pca__n_components': 3}",0.7104600476001532,0.054091876937208946,0.722175975432299,0.07712075332134712,0.7206323006904913,0.053983379207664675,0.7100497543810395,0.06758182488127425,0.5947320161812616,0.07282145763514046,0.9004409446292467,0.027478910137586604,0.7288689543630982,0.09270775384164791,0.7454282389449228,0.9274913631955674,0.9276013640381535,0.2170313155954141,0.21755160965711406
QSVC-reup_full,QSVC-reup_full_R1_C10_pca5,"{'model__C': 10, 'pca__n_components': 5}",0.8526091548499736,0.021875371623744123,0.8666895663930679,0.030462041023035853,0.8348165868957752,0.039125126947766396,0.8379473119342252,0.04117389853067424,0.7911601452938877,0.030088799533480065,0.9669341476305077,0.014948765759673887,0.8978299502038407,0.03473421848169944,0.8771191115950033,0.9963018211648181,0.9951860025534934,0.14369266631484456,0.1572386906192682
QSVC-reup_full,QSVC-reup_full_R1_C10_pca8,"{'model__C': 10, 'pca__n_components': 8}",0.8868234723799692,0.028540336473704662,0.9061468166259068,0.029047184882126976,0.8573489511809267,0.05023349350170333,0.8708473063724453,0.04567429807498696,0.8383383356594493,0.0401158253982609,0.9850840945667573,0.005825972725727764,0.9513618347986462,0.021523443590671935,0.9137927696669387,0.99992794226768,0.9999510702180568,0.11310446988771083,0.1291037638456115
QSVC-reup_full,QSVC-reup_full_R1_C10_pca12,"{'model__C': 10, 'pca__n_components': 12}",0.9009928789448425,0.03474835208773611,0.9169272096215362,0.0342846216948499,0.866240137821196,0.05183219485876971,0.8814398968137869,0.04865841604566096,0.8582098740653954,0.049170738076308215,0.9895347139220881,0.004855047566999823,0.9612465556442954,0.021691685651019706,0.9239304631635933,1.0,1.0,0.09900712105515752,0.11856010318621313
QSVC-reup_linear,QSVC-reup_linear_R1_C1_pca3,"{'model__C': 1, 'pca__n_components': 3}",0.7111837989651628,0.046002370021612,0.7160510225871981,0.057212707808186866,0.7269540627847606,0.05070847029794834,0.7098265829045352,0.057087867771726,0.5973441829584412,0.059787369540714896,0.9150177713194708,0.018950195756335553,0.7479766459061541,0.07809750622392789,0.7521584400966367,0.9043874985687591,0.9053554724621593,0.1932036996035963,0.19552888955762415
QSVC-reup_linear,QSVC-reup_linear_R1_C1_pca5,"{'model__C': 1, 'pca__n_components': 5}",0.8595355917024732,0.024253865824333476,0.875093089248038,0.032086370367677045,0.8445080777978873,0.045668132604116604,0.847526522270539,0.047682745118670655,0.8013098309591526,0.03305299480808309,0.9721773413886494,0.013645140099316933,0.9108715248315858,0.04112026686138241,0.8863509875272338,0.9927464532526559,0.9911342270068596,0.1332108615501827,0.14360770473632056
QSVC-reup_linear,QSVC-reup_linear_R1_C1_pca8,"{'model__C': 1, 'pca__n_components': 8}",0.8877296990620408,0.03175953753864968,0.9061320959465273,0.03266596820807106,0.8599761304692984,0.05207663675852315,0.8726115956882753,0.049212701670270045,0.8395464048763273,0.04479876268287111,0.9857861373559326,0.0062494776008887995,0.9537962655984984,0.02221046467327765,0.9153936879083124,0.9991353560196774,0.9991780353612263,0.1114056569576366,0.126566439672951
QSVC-reup_linear,QSVC-reup_linear_R1_C1_pca12,"{'model__C': 1, 'pca__n_components': 12}",0.9007146470473206,0.03497839254533049,0.9158293082175548,0.03308231842370205,0.8680407575936551,0.052630375965803625,0.8818395061864752,0.049099579796756755,0.8577824571174283,0.04949144635053438,0.98974276221279,0.0049343688714142304,0.9646750972320189,0.018473676201375924,0.9251352773257361,0.99992794226768,0.9999510702180568,0.09921329522035938,0.11811156403158163
QSVC-reup_linear,QSVC-reup_linear_R1_C10_pca3,"{'model__C': 10, 'pca__n_components': 3}",0.7125417931066484,0.04906310900294562,0.7225873624186778,0.07360181339562011,0.7226648351070801,0.05088782328055246,0.711600668325177,0.06468316639109904,0.5971855694391323,0.06485569262099476,0.9017351870599105,0.026364603377097673,0.7314293316946412,0.09145358223099988,0.747207594913128,0.9274917518950963,0.9275363718038984,0.2149499587884478,0.21593570347872137
QSVC-reup_linear,QSVC-reup_linear_R1_C10_pca5,"{'model__C': 10, 'pca__n_components': 5}",0.8514551662578926,0.021437518662709917,0.8657676457409726,0.03070427299018191,0.835856264393945,0.03990985059462863,0.8381163599149095,0.04188472512836685,0.7896367435893396,0.02912265219208178,0.9658495357090372,0.013538838811841064,0.8959762131694122,0.035718935979024466,0.8763036482929971,0.9962777163176778,0.9951187679409681,0.14482255005978517,0.15700240802605858
QSVC-reup_linear,QSVC-reup_linear_R1_C10_pca8,"{'model__C': 10, 'pca__n_components': 8}",0.8851891178852245,0.02803039647546675,0.9049060198993795,0.02722090841085773,0.8578969706526284,0.0505871755049652,0.87075214946955,0.0457882068006861,0.8358793669111207,0.039612404660008746,0.9848776182649482,0.005656509554977367,0.9548760342896617,0.017656857447911282,0.914522622404924,0.99992794226768,0.9999510702180568,0.11473882438245553,0.1291989207485068
QSVC-reup_linear,QSVC-reup_linear_R1_C10_pca12,"{'model__C': 10, 'pca__n_components': 12}",0.8982997897182164,0.03301552868372143,0.9150835767286443,0.03177952482106318,0.8656033762021366,0.052321198618382005,0.8802687226749312,0.04841723058229512,0.8542423841725579,0.04667416075457374,0.9896168986626253,0.004631405566228699,0.9635240954161303,0.018642087472437237,0.9236380033924467,1.0,1.0,0.10170021028178355,0.11973127732506883
QSVC-reup_circular,QSVC-reup_circular_R1_C1_pca3,"{'model__C': 1, 'pca__n_components': 3}",0.7093831362246534,0.050991887216632316,0.7186921973931248,0.06341750659368912,0.7254857740717703,0.054746258869064375,0.7094818759546102,0.062384796426599644,0.5952427734927044,0.06717358427957892,0.9136723748906403,0.020622004735508404,0.7458410787457436,0.08007573526743962,0.7509814471489019,0.904988026708808,0.9066125137765306,0.19560489048415453,0.19713063782192042
QSVC-reup_circular,QSVC-reup_circular_R1_C1_pca5,"{'model__C': 1, 'pca__n_components': 5}",0.8599197246633429,0.02622810837887174,0.8754404407882083,0.033845654598346625,0.844728754834516,0.0462282884777186,0.8478762870296416,0.04860790184553474,0.8018921933211736,0.035797079168049216,0.9725835752061907,0.013488529731389627,0.9111671583362495,0.04220249897773073,0.8866631806754927,0.9928425207168793,0.9912484692947745,0.1329227960535364,0.14337218226513293
QSVC-reup_circular,QSVC-reup_circular_R1_C1_pca8,"{'model__C': 1, 'pca__n_components': 8}",0.8875360957101742,0.03295013435542981,0.906151950663939,0.03369976020027096,0.8603760721033347,0.05307602983632152,0.8727984579046927,0.05018952732277901,0.8393092089783949,0.046494035360216984,0.9858858107619362,0.006201907558265027,0.9529953771634438,0.023246509749846267,0.9151494798524448,0.9990873540968355,0.9991345957930458,0.11155125838666125,0.12633613788835307
